CompanyName,CurrentPrice,DayVolume,FiveDayAvgVolume,TenDayAvgVolume,ThirtyDayAvgVolume,VolumeRating,EPS,EPSRating,StandaloneProfit,Recommendation,News,API
Eicher Motors,14337.05,14580,55877,79919,54244,2 star,103.04,5 star,,,26.11.2014@ Accumulate Eicher Motors; target of Rs 15654: Angel Broking,http://www.moneycontrol.com/india/stockpricequote/auto-lcvshcvs/eichermotors/EM
Eicher Motors,14337.05,14580,55877,79919,54244,2 star,103.04,5 star,,,26.11.2014@ Accumulate Eicher Motors; target of Rs 15654: Angel Broking,http://www.moneycontrol.com/india/stockpricequote/auto-lcvshcvs/eichermotors/EM
Power Finance,300,1030495,2582659,3314352,3150594,2 star,41.04,2 star,,BUY,26.11.2014@ Buy PFC for long term: Ashish Chaturmohta,http://www.moneycontrol.com/india/stockpricequote/finance-termlendinginstitutions/powerfinancecorporation/PFC02
Container Corp,1450,9959,140259,153619,92393,2 star,50.51,3 star,,,24.11.2014@ Container Corporation's director Deepak Gupta resigns,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Power Finance,300,1030495,2582659,3314352,3150594,2 star,41.04,2 star,,BUY,26.11.2014@ Buy PFC for long term: Ashish Chaturmohta,http://www.moneycontrol.com/india/stockpricequote/finance-termlendinginstitutions/powerfinancecorporation/PFC02
Ashapura Mine,63.80,21977,109422,124954,107419,2 star,16.24,1 star,Yes,,14.11.2014@ Ashapura Mine consolidated Sep '14 sales at Rs 421.60 crore,http://www.moneycontrol.com/india/stockpricequote/miningminerals/ashapuraminechem/AM07
Container Corp,1450,9959,140259,153619,92393,2 star,50.51,3 star,,,24.11.2014@ Container Corporation's director Deepak Gupta resigns,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Ashapura Mine,63.80,21977,109422,124954,107419,2 star,16.24,1 star,Yes,,14.11.2014@ Ashapura Mine consolidated Sep '14 sales at Rs 421.60 crore,http://www.moneycontrol.com/india/stockpricequote/miningminerals/ashapuraminechem/AM07
Swelect Energy,424.15,1186,8177,11087,7217,2 star,24.68,1 star,Yes,,11.11.2014@ Swelect Energy consolidated Sep '14 sales at Rs 60.20 crore,http://www.moneycontrol.com/india/stockpricequote/electricequipment/swelectenergysystems/NPS
Sona Koyo Stee,53.25,48464,262623,305647,270641,2 star,2.60,1 star,Yes,,14.11.2014@ Sona Koyo Stee consolidated Sep '14 sales at Rs 403.51 crore,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/sonakoyosteeringsystems/SKS04
Sona Koyo Stee,53.25,48464,262623,305647,270641,2 star,2.60,1 star,Yes,,14.11.2014@ Sona Koyo Stee consolidated Sep '14 sales at Rs 403.51 crore,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/sonakoyosteeringsystems/SKS04
Swelect Energy,424.15,1186,8177,11087,7217,2 star,24.68,1 star,Yes,,11.11.2014@ Swelect Energy consolidated Sep '14 sales at Rs 60.20 crore,http://www.moneycontrol.com/india/stockpricequote/electricequipment/swelectenergysystems/NPS
ICRA,2634.50,619,1102,3414,1979,2 star,58.73,3 star,,,25.11.2014@ ICRA: Board meeting on Dec 04 2014,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/icra/ICR
Atlanta,65.40,22098,76760,154530,139349,2 star,5.07,1 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/atlanta/A9
ICRA,2634.50,619,1102,3414,1979,2 star,58.73,3 star,,,25.11.2014@ ICRA: Board meeting on Dec 04 2014,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/icra/ICR
Oberoi Realty,257,75735,280857,247927,220177,3 star,8.99,1 star,,,20.11.2014@ Prefer Oberoi Realty: Ashish Jagnani,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/oberoirealty/OR
Guj Mineral,135.30,30125,250857,272603,197616,2 star,13.81,1 star,,,10.11.2014@ GMDC's Q2 results rescheduled on November 13 2014,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
Atlanta,65.40,22098,76760,154530,139349,2 star,5.07,1 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/atlanta/A9
MRF,33135,18139,14750,11155,10167,5 star,1891.49,5 star,,,26.11.2014@ MRF rallies over 4.5% on strong Q4 results,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF
MRF,33135,18139,14750,11155,10167,5 star,1891.49,5 star,,,26.11.2014@ MRF rallies over 4.5% on strong Q4 results,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF
Guj Mineral,135.30,30125,250857,272603,197616,2 star,13.81,1 star,,,10.11.2014@ GMDC's Q2 results rescheduled on November 13 2014,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
IIFL Holdings,184.40,4289,77060,192432,140893,2 star,3.30,1 star,,HOLD,21.10.2014@ IIFL Holdings Q2 PAT rises 17% to Rs 109.5 cr,http://www.moneycontrol.com/india/stockpricequote/finance-general/iiflholdings/II15
Praj Industries,68.50,282693,668176,1904928,1164133,2 star,3.52,1 star,,,17.11.2014@ Praj Industries wins Rs 235cr project in Brazil,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/prajindustries/PI17
Praj Industries,68.50,282693,668176,1904928,1164133,2 star,3.52,1 star,,,17.11.2014@ Praj Industries wins Rs 235cr project in Brazil,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/prajindustries/PI17
Cox & Kings,293,151415,637168,606820,539016,3 star,8.25,1 star,Yes,,26.11.2014@ Cox & Kings raises Rs 1000 crore from investors,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkings/CK
IIFL Holdings,184.40,4289,77060,192432,140893,2 star,3.30,1 star,,HOLD,21.10.2014@ IIFL Holdings Q2 PAT rises 17% to Rs 109.5 cr,http://www.moneycontrol.com/india/stockpricequote/finance-general/iiflholdings/II15
Cox & Kings,293,151415,637168,606820,539016,3 star,8.25,1 star,Yes,,26.11.2014@ Cox & Kings raises Rs 1000 crore from investors,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkings/CK
Pidilite Ind,441.55,44075,703273,707239,363443,2 star,9.14,1 star,,,18.11.2014@ Accumulate Pidilite Industries; target Rs 420: Kotak Sec,http://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11
ECE Industries,128.20,1173,9572,23788,9266,2 star,0.23,1 star,Yes,,06.08.2014@ ECE Industries standalone Jun '14 sales at Rs 34.28 crore,http://www.moneycontrol.com/india/stockpricequote/electricals/eceindustries/ECE
ECE Industries,128.20,1173,9572,23788,9266,2 star,0.23,1 star,Yes,,06.08.2014@ ECE Industries standalone Jun '14 sales at Rs 34.28 crore,http://www.moneycontrol.com/india/stockpricequote/electricals/eceindustries/ECE
Pidilite Ind,441.55,44075,703273,707239,363443,2 star,9.14,1 star,,,18.11.2014@ Accumulate Pidilite Industries; target Rs 420: Kotak Sec,http://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11
Munjal Auto Ind,116.25,141123,77659,67156,99492,4 star,9.53,1 star,Yes,,11.11.2014@ Munjal Auto Ind standalone Sep '14 sales at Rs 229.68 crore,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/munjalautoindustries/MAI04
Munjal Auto Ind,116.25,141123,77659,67156,99492,4 star,9.53,1 star,Yes,,11.11.2014@ Munjal Auto Ind standalone Sep '14 sales at Rs 229.68 crore,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/munjalautoindustries/MAI04
Mahindra Holida,253,26064,104535,86764,74540,3 star,10.74,1 star,,,30.10.2014@ Mahindra Holidays & Resorts India: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR
Mahindra Holida,253,26064,104535,86764,74540,3 star,10.74,1 star,,,30.10.2014@ Mahindra Holidays & Resorts India: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR
Siyaram Silk,803,1042,15318,13314,8213,3 star,67.81,3 star,,BUY,25.11.2014@ Buy Siyaram Silk; target of Rs 908: Firstcall Research,http://www.moneycontrol.com/india/stockpricequote/textiles-weaving/siyaramsilkmills/SSM05
UPL,339.85,1059398,1277295,1651159,1585217,2 star,9.70,1 star,,,21.11.2014@ Prefer UPL says Deven Choksey,http://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04
UPL,339.85,1059398,1277295,1651159,1585217,2 star,9.70,1 star,,,21.11.2014@ Prefer UPL says Deven Choksey,http://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04
Siyaram Silk,803,1042,15318,13314,8213,3 star,67.81,3 star,,BUY,25.11.2014@ Buy Siyaram Silk; target of Rs 908: Firstcall Research,http://www.moneycontrol.com/india/stockpricequote/textiles-weaving/siyaramsilkmills/SSM05
Sunteck Realty,301,12583,66504,76299,41027,2 star,21.81,1 star,,,14.11.2014@ Sunteck Realty: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/sunteckrealty/SR05
Aurobindo Pharm,1086.60,409917,1166574,1440726,1406978,2 star,40.21,2 star,,,26.11.2014@ Aurobindo Pharma down 3% on recall of epilepsy drug in US,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP
Sunteck Realty,301,12583,66504,76299,41027,2 star,21.81,1 star,,,14.11.2014@ Sunteck Realty: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/sunteckrealty/SR05
Aurobindo Pharm,1086.60,409917,1166574,1440726,1406978,2 star,40.21,2 star,,,26.11.2014@ Aurobindo Pharma down 3% on recall of epilepsy drug in US,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP
Muthoot Finance,188.35,20154,178020,139948,176724,3 star,20.99,1 star,Yes,,06.11.2014@ Muthoot Finance standalone Sep '14 sales at Rs 1058.29 crore,http://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10
Muthoot Finance,188.35,20154,178020,139948,176724,3 star,20.99,1 star,Yes,,06.11.2014@ Muthoot Finance standalone Sep '14 sales at Rs 1058.29 crore,http://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10
Orissa Minerals,3229.95,399,2687,3318,3209,2 star,10.44,1 star,,,20.10.2014@ Orissa Minerals Development Company: Updates on outcome of AGM,http://www.moneycontrol.com/india/stockpricequote/miningminerals/orissamineralsdevelopmentcompany/OMD
Orissa Minerals,3229.95,399,2687,3318,3209,2 star,10.44,1 star,,,20.10.2014@ Orissa Minerals Development Company: Updates on outcome of AGM,http://www.moneycontrol.com/india/stockpricequote/miningminerals/orissamineralsdevelopmentcompany/OMD
SRS,25.90,69002,104054,143107,136671,2 star,3.07,1 star,,,12.11.2014@ SRS: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/srs/S17
SRS,25.90,69002,104054,143107,136671,2 star,3.07,1 star,,,12.11.2014@ SRS: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/srs/S17
Tata Power,91.10,1712519,3914599,3830171,3894051,3 star,4.02,1 star,,,26.11.2014@ CERC approves Tata Power's Maithon plant tariff plan,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/tatapowercompany/TPC
Tata Power,91.10,1712519,3914599,3830171,3894051,3 star,4.02,1 star,,,26.11.2014@ CERC approves Tata Power's Maithon plant tariff plan,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/tatapowercompany/TPC
PTL Enterprises,40.55,1162,5862,9896,7416,2 star,2.66,1 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/tyres/ptlenterprises/PTL06
Aarti Drugs,798.20,1443,6971,29215,14672,2 star,50.97,3 star,,,14.11.2014@ Aarti Drugs declares 50% interim dividend,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aartidrugs/AD
Kewal Kiran,1779.95,247,6011,3951,3872,3 star,54.38,3 star,,,03.11.2014@ CRISIL maintains Kewal Kiran`s fundamental grade to 4/5,http://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02
Aarti Drugs,798.20,1443,6971,29215,14672,2 star,50.97,3 star,,,14.11.2014@ Aarti Drugs declares 50% interim dividend,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aartidrugs/AD
PTL Enterprises,40.55,1162,5862,9896,7416,2 star,2.66,1 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/tyres/ptlenterprises/PTL06
Kewal Kiran,1779.95,247,6011,3951,3872,3 star,54.38,3 star,,,03.11.2014@ CRISIL maintains Kewal Kiran`s fundamental grade to 4/5,http://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02
Aptech,79.30,114842,299732,351857,315774,2 star,5.86,1 star,Yes,,06.08.2014@ Aptech consolidated Jun '14 sales at Rs 43.43 crore,http://www.moneycontrol.com/india/stockpricequote/computers-software-training/aptech/A11
Aptech,79.30,114842,299732,351857,315774,2 star,5.86,1 star,Yes,,06.08.2014@ Aptech consolidated Jun '14 sales at Rs 43.43 crore,http://www.moneycontrol.com/india/stockpricequote/computers-software-training/aptech/A11
EIH,108.60,156795,490441,309561,205849,3 star,1.66,1 star,,,24.11.2014@ EIH appoints Biswajit Mitra as CFO,http://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
EIH,108.60,156795,490441,309561,205849,3 star,1.66,1 star,,,24.11.2014@ EIH appoints Biswajit Mitra as CFO,http://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
Savita Oil Tech,697,985,6954,5378,6586,3 star,61.45,3 star,,,31.10.2014@ Savita Oil Technologies: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
Savita Oil Tech,697,985,6954,5378,6586,3 star,61.45,3 star,,,31.10.2014@ Savita Oil Technologies: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
Indiabulls Hsg,446,164704,1079733,884704,1071842,3 star,45.20,2 star,Yes,,28.10.2014@ Indiabulls Hsg consolidated Sep '14 sales at Rs 1518.58 crore,http://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01
Indiabulls Hsg,446,164704,1079733,884704,1071842,3 star,45.20,2 star,Yes,,28.10.2014@ Indiabulls Hsg consolidated Sep '14 sales at Rs 1518.58 crore,http://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01
Rain Industries,49.50,86437,1025313,713016,487042,3 star,0.45,1 star,,,21.10.2014@ Rain Industries to consider interim dividend,http://www.moneycontrol.com/india/stockpricequote/cement-major/rainindustries/RC12
Rain Industries,49.50,86437,1025313,713016,487042,3 star,0.45,1 star,,,21.10.2014@ Rain Industries to consider interim dividend,http://www.moneycontrol.com/india/stockpricequote/cement-major/rainindustries/RC12
Globus Spirits,71.75,13130,41614,143131,70318,2 star,0.45,1 star,,,20.11.2014@ Globus Spirits' director Gautam Premnath Khandelwal resigns,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
Nestle,6277,1415,25743,21700,20277,3 star,115.87,5 star,,,21.11.2014@ Why Nestle is losing flavour in India,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI
Globus Spirits,71.75,13130,41614,143131,70318,2 star,0.45,1 star,,,20.11.2014@ Globus Spirits' director Gautam Premnath Khandelwal resigns,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
Nestle,6277,1415,25743,21700,20277,3 star,115.87,5 star,,,21.11.2014@ Why Nestle is losing flavour in India,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI
Shakti Pumps,214,27871,182114,391632,179251,2 star,17.39,1 star,,,19.11.2014@ Prefer Shakti Pumps says Prakash Diwan,http://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumps(india)/SPI08
Marico Kaya Ent,878.20,51061,184701,225913,133381,2 star,0.04,1 star,,,12.11.2014@ Marico Kaya Enterprises: Outcome of AGM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maricokayaenterprises/MKE01
Marico Kaya Ent,878.20,51061,184701,225913,133381,2 star,0.04,1 star,,,12.11.2014@ Marico Kaya Enterprises: Outcome of AGM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maricokayaenterprises/MKE01
Shakti Pumps,214,27871,182114,391632,179251,2 star,17.39,1 star,,,19.11.2014@ Prefer Shakti Pumps says Prakash Diwan,http://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumps(india)/SPI08
HFCL,20.20,1728619,6254395,8183821,7972046,2 star,1.05,1 star,,,18.11.2014@ HFCL's appoints Rajiv Sharma as General Manager,http://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/himachalfuturisticcommunication/HFC
HFCL,20.20,1728619,6254395,8183821,7972046,2 star,1.05,1 star,,,18.11.2014@ HFCL's appoints Rajiv Sharma as General Manager,http://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/himachalfuturisticcommunication/HFC
NTPC,142.15,809184,5992121,6871645,5202260,2 star,13.31,1 star,,BUY,27.11.2014@ Buy NTPC advises Manoj Murlidharan,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/ntpc/NTP
NTPC,142.15,809184,5992121,6871645,5202260,2 star,13.31,1 star,,BUY,27.11.2014@ Buy NTPC advises Manoj Murlidharan,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/ntpc/NTP
Hatsun Agro,309.50,6065,4888,15201,7651,2 star,7.59,1 star,,,18.11.2014@ Hatsun Agro Product: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP
Hatsun Agro,309.50,6065,4888,15201,7651,2 star,7.59,1 star,,,18.11.2014@ Hatsun Agro Product: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP
Birla Ericsson,62.20,2956,25045,56583,48565,2 star,6.41,1 star,,,11.11.2014@ Birla Ericsson Optical: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/cables-telephone/birlaericssonopticals/BEO
Sanofi India,3682.05,2869,10505,11332,10088,2 star,115.14,5 star,,,26.11.2014@ Accumulate Sanofi India; target of Rs 3700: Angel Broking,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26
Birla Ericsson,62.20,2956,25045,56583,48565,2 star,6.41,1 star,,,11.11.2014@ Birla Ericsson Optical: Outcome of board meeting,http://www.moneycontrol.com/india/stockpricequote/cables-telephone/birlaericssonopticals/BEO
Sanofi India,3682.05,2869,10505,11332,10088,2 star,115.14,5 star,,,26.11.2014@ Accumulate Sanofi India; target of Rs 3700: Angel Broking,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26
Rainbow Papers,74.35,31431,55382,56381,54384,2 star,2.43,1 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/paper/rainbowpapers/RP01
KNR Construct,305.45,4273,71743,64993,36442,3 star,21.68,1 star,,,26.11.2014@ CRISIL revises KNR Constructions` fair value to Rs 317,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/knrconstructions/KC13
Rainbow Papers,74.35,31431,55382,56381,54384,2 star,2.43,1 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/paper/rainbowpapers/RP01
KNR Construct,305.45,4273,71743,64993,36442,3 star,21.68,1 star,,,26.11.2014@ CRISIL revises KNR Constructions` fair value to Rs 317,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/knrconstructions/KC13
GE Shipping,383.05,10941,358179,249397,121894,3 star,13.57,1 star,,BUY,21.11.2014@ Buy GE Shipping; target of Rs 450: Kotak Securities,http://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
Indiabulls Sec,24.95,182932,2011639,1239701,725563,3 star,3.78,1 star,,BUY,20.11.2014@ Indiabulls Sec soars 12% arm buys India Land & Properties,http://www.moneycontrol.com/india/stockpricequote/finance-investments/indiabullssecurities/IS13
Indiabulls Sec,24.95,182932,2011639,1239701,725563,3 star,3.78,1 star,,BUY,20.11.2014@ Indiabulls Sec soars 12% arm buys India Land & Properties,http://www.moneycontrol.com/india/stockpricequote/finance-investments/indiabullssecurities/IS13
GE Shipping,383.05,10941,358179,249397,121894,3 star,13.57,1 star,,BUY,21.11.2014@ Buy GE Shipping; target of Rs 450: Kotak Securities,http://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
Balrampur Chini,60.40,136900,786149,2498454,1173370,2 star,0.15,1 star,,,25.11.2014@ Accumulate Balrampur Chini Mills; target of Rs 71: ABMoney,http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Dhunseri Invest,175,13065,7794,12346,5073,4 star,13.63,1 star,Yes,,14.11.2014@ Dhunseri Invest standalone Sep '14 sales at Rs 12.45 crore,http://www.moneycontrol.com/india/stockpricequote/finance-general/dhunseriinvestments/DI27
Dhunseri Invest,175,13065,7794,12346,5073,4 star,13.63,1 star,Yes,,14.11.2014@ Dhunseri Invest standalone Sep '14 sales at Rs 12.45 crore,http://www.moneycontrol.com/india/stockpricequote/finance-general/dhunseriinvestments/DI27
Balrampur Chini,60.40,136900,786149,2498454,1173370,2 star,0.15,1 star,,,25.11.2014@ Accumulate Balrampur Chini Mills; target of Rs 71: ABMoney,http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Cyient,515.80,106658,177130,117749,114561,3 star,22.77,1 star,,BUY,17.10.2014@ Buy Cyient; target of Rs 510: ICICIdirect,http://www.moneycontrol.com/india/stockpricequote/computers-software/cyient/IE07
Cyient,515.80,106658,177130,117749,114561,3 star,22.77,1 star,,BUY,17.10.2014@ Buy Cyient; target of Rs 510: ICICIdirect,http://www.moneycontrol.com/india/stockpricequote/computers-software/cyient/IE07
Rajapalayam,323.50,35,1893,1609,1809,3 star,36.04,2 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/rajapalayammills/RM06
Rajapalayam,323.50,35,1893,1609,1809,3 star,36.04,2 star,,,No news,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/rajapalayammills/RM06
Gallantt Ispat,395.70,16241,27272,23056,24163,3 star,5.12,1 star,Yes,,12.11.2014@ Gallantt Ispat standalone Sep '14 sales at Rs 109.69 crore,http://www.moneycontrol.com/india/stockpricequote/steel-spongeiron/gallanttispat/GI
Gallantt Ispat,395.70,16241,27272,23056,24163,3 star,5.12,1 star,Yes,,12.11.2014@ Gallantt Ispat standalone Sep '14 sales at Rs 109.69 crore,http://www.moneycontrol.com/india/stockpricequote/steel-spongeiron/gallanttispat/GI
Petronet LNG,198.20,463156,1337882,1093194,1276920,3 star,9.49,1 star,,,07.11.2014@ Petronet LNG Q2 profit jumps 68% on operational performance,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN
Petronet LNG,198.20,463156,1337882,1093194,1276920,3 star,9.49,1 star,,,07.11.2014@ Petronet LNG Q2 profit jumps 68% on operational performance,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN
Tree House,429.05,92941,99767,78615,74816,3 star,11.82,1 star,,,18.11.2014@ Tree House Education & Accessories: EGM on Dec 11 2014,http://www.moneycontrol.com/india/stockpricequote/computers-software-training/treehouseeducationaccessories/THE01
Tree House,429.05,92941,99767,78615,74816,3 star,11.82,1 star,,,18.11.2014@ Tree House Education & Accessories: EGM on Dec 11 2014,http://www.moneycontrol.com/india/stockpricequote/computers-software-training/treehouseeducationaccessories/THE01
Punj Lloyd,36.20,276112,878176,1854243,1366337,2 star,0.24,1 star,,SELL,24.11.2014@ Sell Punj Lloyd says Kunal Bothra,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/punjlloyd/PL9
Punj Lloyd,36.20,276112,878176,1854243,1366337,2 star,0.24,1 star,,SELL,24.11.2014@ Sell Punj Lloyd says Kunal Bothra,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/punjlloyd/PL9
Shilpa,533,2475,8713,9661,9398,2 star,21.98,1 star,,BUY,14.07.2014@ Buy Shilpa Medicare; target of Rs 514: Firstcall Research,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19
Shilpa,533,2475,8713,9661,9398,2 star,21.98,1 star,,BUY,14.07.2014@ Buy Shilpa Medicare; target of Rs 514: Firstcall Research,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19
Hind Copper,76.65,92755,311960,280363,273821,3 star,3.10,1 star,Yes,,14.11.2014@ Hind Copper standalone Sep '14 sales at Rs 220.80 crore,http://www.moneycontrol.com/india/stockpricequote/metals-nonferrous/hindustancopper/HC07
Hind Copper,76.65,92755,311960,280363,273821,3 star,3.10,1 star,Yes,,14.11.2014@ Hind Copper standalone Sep '14 sales at Rs 220.80 crore,http://www.moneycontrol.com/india/stockpricequote/metals-nonferrous/hindustancopper/HC07
Kakatiya Cement,113,1509,3841,12094,6295,2 star,11.37,1 star,Yes,,14.11.2014@ Kakatiya Cement standalone Sep '14 sales at Rs 61.89 crore,http://www.moneycontrol.com/india/stockpricequote/cement-mini/kakatiyacements/KC01
Kakatiya Cement,113,1509,3841,12094,6295,2 star,11.37,1 star,Yes,,14.11.2014@ Kakatiya Cement standalone Sep '14 sales at Rs 61.89 crore,http://www.moneycontrol.com/india/stockpricequote/cement-mini/kakatiyacements/KC01
Accel Frontline,122.80,14872,40602,28380,17488,3 star,0.82,1 star,Yes,,06.11.2014@ Accel Frontline consolidated Sep '14 total income from operations at Rs 118.91 crore,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/accelfrontline/AF29
Sandesh,521.85,709,5635,19638,13962,2 star,60.52,3 star,Yes,,14.11.2014@ Sandesh standalone Sep '14 sales at Rs 84.69 crore,http://www.moneycontrol.com/india/stockpricequote/printingstationery/sandesh/S01
Jubilant Life,133.75,22457,197461,283996,202535,2 star,0.05,1 star,,,14.11.2014@ Jubilant Life: Updates on tender offer by Jubilant Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03
Jubilant Life,133.75,22457,197461,283996,202535,2 star,0.05,1 star,,,14.11.2014@ Jubilant Life: Updates on tender offer by Jubilant Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03
Shrenuj and Co,52.15,71610,58573,56043,55893,5 star,3.64,1 star,Yes,,13.11.2014@ Shrenuj and Co consolidated Sep '14 sales at Rs 1276.47 crore,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/shrenujcompany/SC13
Accel Frontline,122.80,14872,40602,28380,17488,3 star,0.82,1 star,Yes,,06.11.2014@ Accel Frontline consolidated Sep '14 total income from operations at Rs 118.91 crore,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/accelfrontline/AF29
Siemens,904.35,142780,368461,399708,279168,2 star,5.45,1 star,,,26.11.2014@ Siemens flat; recovers from early slide on weak Q4 earnings,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S
Sandesh,521.85,709,5635,19638,13962,2 star,60.52,3 star,Yes,,14.11.2014@ Sandesh standalone Sep '14 sales at Rs 84.69 crore,http://www.moneycontrol.com/india/stockpricequote/printingstationery/sandesh/S01
